fund_name,manager_name,vintage_year,strategy,geography,irr,tvpi,dpi,nav,commitment,paid_in,distributions,fund_size,source_name,source_file,source_page,raw_text,data_quality_flag
Pamlico Capital,Pamlico Capital,,buyout,north_america,,,,,,,,"$1,750",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Graham Partners $1,800 Leeds Equity Partners $1,800 Veritas Capital $1,800 Pamlico Capital $1,750 Cornell Capital $1,700 Gemspring Capital $1,700 Mill Point Capital $1,700 Mill Road Capital $1,700 Paine Schwartz Partners $1,700 Recognize Partners $1,700 Rubicon Technology Partners $1,700 Quad-C $1,667 Sterling Investment Partners $1,600 Percheron Capital $1,550 Mainsail Partners $1,535 TorQuest Partners $1,527 Kingswood Capital $1,500 Metalmark Capital $1,500 MidOcean Partners $1,500 Palladium Equity Partners $1,500 Thompson Street Capital Partners $1,500 Gauge Capital $1,400 Levine Leichtman $1,378 Falfurrias Capital Partners $1,350 Lightyear Capital $1,350 AEA Investors $1,300 Lee Equity Partners $1,300 ONCAP $1,300 Trivest Partners $1,300 Windjammer Capital Investors $1,300 Shamrock Capital $1,280 Brightstar Capital Partners $1,260 MiddleGround Capital $1,250 Seidler Equity Partners $1,250 Amulet Capital Partners $1,200 EagleTree Capital $1,200 Garnett Station Partners $1,200 Industrial Growth Partners $1,200 CenterOak Partners $1,100 Serent Capital $1,100 TruArc Partners $1,100 Arsenal Capital Partners $1,096 Vestar Capital Partners $1,080 LightBay Capital $1,040 SkyKnight Capital $1,003 Greenbelt Capital Partners $1,000 Newlight Partners $1,000 Norwest Equity Partners $1,000 Waud Capital Partners $1,000 WestView Capital Partners $1,000 ABRY Partners TBD Gridiron Capital TBD JC Flowers & Co TBD Wellspring Capital Management TBD",needs_review_short_name
Parthenon Capital,Parthenon Capital,,buyout,north_america,,,,,,,,"$4,500",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Growth Equity (Cont.) Venture Capital Blackstone Group $28,000 Advent International $26,000 Clayton Dubilier & Rice $26,000 Apollo Global Management $25,000 Hellman & Friedman $22,300 KKR $20,000 Warburg Pincus $17,000 New Mountain Capital $15,400 Carlyle Group $14,800 Veritas Capital $14,400 Bain Capital $14,000 TPG $13,000 Genstar Capital Partners $12,733 Brookfield Asset Management $12,500 Apax Partners $12,000 GTCR $11,500 Onex $8,000 Berkshire Partners $7,800 The Jordan Company $6,850 K1 Investment Management $6,250 Arcline Investment Management $6,000 Ares Management $6,000 Arlington Capital Partners $6,000 Certares Management $5,500 H.I.G. Capital $5,500 Welsh, Carson, Anderson & Stowe $5,500 Harvest Partners $5,340 Audax Private Equity $5,250 Goldman Sachs Asset Management $5,240 American Industrial Partners $5,125 H.I.G. Capital $5,000 Lindsay Goldberg $4,900 Alpine Investors $4,500 Nautic Partners $4,500 Parthenon Capital $4,500 Accel-KKR $4,400 26North Partners $4,330 Arsenal Capital Partners $4,323 Kohlberg & Company $4,300 Sentinel Capital Partners $4,300 Greenbriar Equity Group $4,250 Symphony Technology Group $4,200 Altas Partners $4,000 Charlesbank Capital Partners $4,000 Searchlight Capital Partners $4,000 TowerBrook $4,000 Ridgemont Equity Partners $3,975 Court Square $3,940 GI Partners $3,900 Oak Hill Capital $3,750 Leonard Green & Partners $3,600 Levine Leichtman Capital Partners $3,600 Littlejohn & Co. $3,500 The Sterling Group $3,500 Wynnchurch Capital $3,500 Olympus Partners $3,482 AEA Investors $3,385 Odyssey Investment Partners $3,250 One Equity Partners $3,250 One Rock Capital Partners $3,250 Cortec Group $3,200 Morgan Stanley $3,200 Silver Lake $3,147 The Vistria Group $3,000 Thomas H. Lee $3,000 Trilantic North America $3,000 SK Capital $2,967 Quantum Capital Group $2,800 Kinderhook Industries $2,750 Gryphon Investors $2,700 Trive Capital $2,700 American Securities $2,650 Birch Hill Equity Partners $2,570 Kelso & Company TBD",needs_review_short_name
PeakSpan Capital,PeakSpan Capital,,buyout,north_america,,,,,,,,$800,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,Headline | $865 | • | PeakSpan Capital | $800 | • | Updata Partners | $800 | •,needs_review_short_name
Percheron Capital,Percheron Capital,,buyout,north_america,,,,,,,,"$1,550 M",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Graham Partners $1,800 Leeds Equity Partners $1,800 Veritas Capital $1,800 Pamlico Capital $1,750 Cornell Capital $1,700 Gemspring Capital $1,700 Mill Point Capital $1,700 Mill Road Capital $1,700 Paine Schwartz Partners $1,700 Recognize Partners $1,700 Rubicon Technology Partners $1,700 Quad-C $1,667 Sterling Investment Partners $1,600 Percheron Capital $1,550 Mainsail Partners $1,535 TorQuest Partners $1,527 Kingswood Capital $1,500 Metalmark Capital $1,500 MidOcean Partners $1,500 Palladium Equity Partners $1,500 Thompson Street Capital Partners $1,500 Gauge Capital $1,400 Levine Leichtman $1,378 Falfurrias Capital Partners $1,350 Lightyear Capital $1,350 AEA Investors $1,300 Lee Equity Partners $1,300 ONCAP $1,300 Trivest Partners $1,300 Windjammer Capital Investors $1,300 Shamrock Capital $1,280 Brightstar Capital Partners $1,260 MiddleGround Capital $1,250 Seidler Equity Partners $1,250 Amulet Capital Partners $1,200 EagleTree Capital $1,200 Garnett Station Partners $1,200 Industrial Growth Partners $1,200 CenterOak Partners $1,100 Serent Capital $1,100 TruArc Partners $1,100 Arsenal Capital Partners $1,096 Vestar Capital Partners $1,080 LightBay Capital $1,040 SkyKnight Capital $1,003 Greenbelt Capital Partners $1,000 Newlight Partners $1,000 Norwest Equity Partners $1,000 Waud Capital Partners $1,000 WestView Capital Partners $1,000 ABRY Partners TBD Gridiron Capital TBD JC Flowers & Co TBD Wellspring Capital Management TBD",needs_review_short_name
Percheron Capital,Percheron Capital,,buyout,north_america,,,,,,,,"$1,550",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Quad-C | $1,677 | • | Percheron Capital | $1,550 | • | Mainsail Partners | $1,540 | •",needs_review_short_name
Pfingsten Partners,Pfingsten Partners,,buyout,north_america,,,,,,,,$435,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Prairie Capital $450 Shoreline Equity Partners $450 Pfingsten Partners $435 Saw Mill Capital $435 Baird Capital Partners $425 Harbour Group $424 HCI Equity Partners $405 Peloton Capital Management $405 Gainline Capital Partners $400 North Castle Partners $400 Interlock Equity $390 Quad Partners $388 Charger Investment Partners $376 Hammond, Kennedy, Whitney & Co. $365 GCP Capital Partners $340 Siris Capital $339 Edgewater Funds $330 Platte River Equity $321 Astara Capital Partners $312 Rainier Partners $300 SFW Capital Partners $300 Swan Investment Partners $300 Housatonic Partners $241 Milestone Partners $240 TriWest Capital Partners $237 Equality Asset Management TBD Guardian Capital Partners TBD Lincolnshire Management TBD",needs_review_short_name
Polaris Partners,Polaris Partners,,buyout,north_america,,,,,,,,$500,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,Foundry Group | $519 | • | Polaris Partners | $500 | • | Revolution Ventures | $500 | •,needs_review_short_name
Prairie Capital,Prairie Capital,,buyout,north_america,,,,,,,,$450,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Prairie Capital $450 Shoreline Equity Partners $450 Pfingsten Partners $435 Saw Mill Capital $435 Baird Capital Partners $425 Harbour Group $424 HCI Equity Partners $405 Peloton Capital Management $405 Gainline Capital Partners $400 North Castle Partners $400 Interlock Equity $390 Quad Partners $388 Charger Investment Partners $376 Hammond, Kennedy, Whitney & Co. $365 GCP Capital Partners $340 Siris Capital $339 Edgewater Funds $330 Platte River Equity $321 Astara Capital Partners $312 Rainier Partners $300 SFW Capital Partners $300 Swan Investment Partners $300 Housatonic Partners $241 Milestone Partners $240 TriWest Capital Partners $237 Equality Asset Management TBD Guardian Capital Partners TBD Lincolnshire Management TBD",needs_review_short_name
Primus Capital,Primus Capital,,buyout,north_america,,,,,,,,$750,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,GPI Capital | $750 | • | Primus Capital | $750 | • | Sverica | $750 | •,needs_review_short_name
Quad Partners,Quad Partners,,buyout,north_america,,,,,,,,$388,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Prairie Capital $450 Shoreline Equity Partners $450 Pfingsten Partners $435 Saw Mill Capital $435 Baird Capital Partners $425 Harbour Group $424 HCI Equity Partners $405 Peloton Capital Management $405 Gainline Capital Partners $400 North Castle Partners $400 Interlock Equity $390 Quad Partners $388 Charger Investment Partners $376 Hammond, Kennedy, Whitney & Co. $365 GCP Capital Partners $340 Siris Capital $339 Edgewater Funds $330 Platte River Equity $321 Astara Capital Partners $312 Rainier Partners $300 SFW Capital Partners $300 Swan Investment Partners $300 Housatonic Partners $241 Milestone Partners $240 TriWest Capital Partners $237 Equality Asset Management TBD Guardian Capital Partners TBD Lincolnshire Management TBD",needs_review_short_name
Quad-C,Quad-C,,buyout,north_america,,,,,,,,"$1,667",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Graham Partners $1,800 Leeds Equity Partners $1,800 Veritas Capital $1,800 Pamlico Capital $1,750 Cornell Capital $1,700 Gemspring Capital $1,700 Mill Point Capital $1,700 Mill Road Capital $1,700 Paine Schwartz Partners $1,700 Recognize Partners $1,700 Rubicon Technology Partners $1,700 Quad-C $1,667 Sterling Investment Partners $1,600 Percheron Capital $1,550 Mainsail Partners $1,535 TorQuest Partners $1,527 Kingswood Capital $1,500 Metalmark Capital $1,500 MidOcean Partners $1,500 Palladium Equity Partners $1,500 Thompson Street Capital Partners $1,500 Gauge Capital $1,400 Levine Leichtman $1,378 Falfurrias Capital Partners $1,350 Lightyear Capital $1,350 AEA Investors $1,300 Lee Equity Partners $1,300 ONCAP $1,300 Trivest Partners $1,300 Windjammer Capital Investors $1,300 Shamrock Capital $1,280 Brightstar Capital Partners $1,260 MiddleGround Capital $1,250 Seidler Equity Partners $1,250 Amulet Capital Partners $1,200 EagleTree Capital $1,200 Garnett Station Partners $1,200 Industrial Growth Partners $1,200 CenterOak Partners $1,100 Serent Capital $1,100 TruArc Partners $1,100 Arsenal Capital Partners $1,096 Vestar Capital Partners $1,080 LightBay Capital $1,040 SkyKnight Capital $1,003 Greenbelt Capital Partners $1,000 Newlight Partners $1,000 Norwest Equity Partners $1,000 Waud Capital Partners $1,000 WestView Capital Partners $1,000 ABRY Partners TBD Gridiron Capital TBD JC Flowers & Co TBD Wellspring Capital Management TBD",needs_review_short_name
Quad-C,Quad-C,,buyout,north_america,,,,,,,,"$1,677",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Rubicon Technology Partners | $1,700 | • | Quad-C | $1,677 | • | Percheron Capital | $1,550 | •",needs_review_short_name
Rainier Partners,Rainier Partners,,buyout,north_america,,,,,,,,$300,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Prairie Capital $450 Shoreline Equity Partners $450 Pfingsten Partners $435 Saw Mill Capital $435 Baird Capital Partners $425 Harbour Group $424 HCI Equity Partners $405 Peloton Capital Management $405 Gainline Capital Partners $400 North Castle Partners $400 Interlock Equity $390 Quad Partners $388 Charger Investment Partners $376 Hammond, Kennedy, Whitney & Co. $365 GCP Capital Partners $340 Siris Capital $339 Edgewater Funds $330 Platte River Equity $321 Astara Capital Partners $312 Rainier Partners $300 SFW Capital Partners $300 Swan Investment Partners $300 Housatonic Partners $241 Milestone Partners $240 TriWest Capital Partners $237 Equality Asset Management TBD Guardian Capital Partners TBD Lincolnshire Management TBD",needs_review_short_name
Recognize Partners,Recognize Partners,,buyout,north_america,,,,,,,,"$1,700",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Graham Partners $1,800 Leeds Equity Partners $1,800 Veritas Capital $1,800 Pamlico Capital $1,750 Cornell Capital $1,700 Gemspring Capital $1,700 Mill Point Capital $1,700 Mill Road Capital $1,700 Paine Schwartz Partners $1,700 Recognize Partners $1,700 Rubicon Technology Partners $1,700 Quad-C $1,667 Sterling Investment Partners $1,600 Percheron Capital $1,550 Mainsail Partners $1,535 TorQuest Partners $1,527 Kingswood Capital $1,500 Metalmark Capital $1,500 MidOcean Partners $1,500 Palladium Equity Partners $1,500 Thompson Street Capital Partners $1,500 Gauge Capital $1,400 Levine Leichtman $1,378 Falfurrias Capital Partners $1,350 Lightyear Capital $1,350 AEA Investors $1,300 Lee Equity Partners $1,300 ONCAP $1,300 Trivest Partners $1,300 Windjammer Capital Investors $1,300 Shamrock Capital $1,280 Brightstar Capital Partners $1,260 MiddleGround Capital $1,250 Seidler Equity Partners $1,250 Amulet Capital Partners $1,200 EagleTree Capital $1,200 Garnett Station Partners $1,200 Industrial Growth Partners $1,200 CenterOak Partners $1,100 Serent Capital $1,100 TruArc Partners $1,100 Arsenal Capital Partners $1,096 Vestar Capital Partners $1,080 LightBay Capital $1,040 SkyKnight Capital $1,003 Greenbelt Capital Partners $1,000 Newlight Partners $1,000 Norwest Equity Partners $1,000 Waud Capital Partners $1,000 WestView Capital Partners $1,000 ABRY Partners TBD Gridiron Capital TBD JC Flowers & Co TBD Wellspring Capital Management TBD",needs_review_short_name
Redpoint Ventures,Redpoint Ventures,,buyout,north_america,,,,,,,,$650,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,Accel | $650 | • | Redpoint Ventures | $650 | • | Venrock | $650 | •,needs_review_short_name
Revolution Ventures,Revolution Ventures,,buyout,north_america,,,,,,,,$500,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,Polaris Partners | $500 | • | Revolution Ventures | $500 | • | Coral Tree Partners | $470 | •,needs_review_short_name
Riverwood Capital,Riverwood Capital,,buyout,north_america,,,,,,,,"$1,800",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Brighton Park Capital | $1,800 | • | Riverwood Capital | $1,800 | • | Silversmith Capital Partners | $1,700 | •",needs_review_short_name
SK Capital,SK Capital,,buyout,north_america,,,,,,,,"$2,967",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,106,"Growth Equity (Cont.) Venture Capital Blackstone Group $28,000 Advent International $26,000 Clayton Dubilier & Rice $26,000 Apollo Global Management $25,000 Hellman & Friedman $22,300 KKR $20,000 Warburg Pincus $17,000 New Mountain Capital $15,400 Carlyle Group $14,800 Veritas Capital $14,400 Bain Capital $14,000 TPG $13,000 Genstar Capital Partners $12,733 Brookfield Asset Management $12,500 Apax Partners $12,000 GTCR $11,500 Onex $8,000 Berkshire Partners $7,800 The Jordan Company $6,850 K1 Investment Management $6,250 Arcline Investment Management $6,000 Ares Management $6,000 Arlington Capital Partners $6,000 Certares Management $5,500 H.I.G. Capital $5,500 Welsh, Carson, Anderson & Stowe $5,500 Harvest Partners $5,340 Audax Private Equity $5,250 Goldman Sachs Asset Management $5,240 American Industrial Partners $5,125 H.I.G. Capital $5,000 Lindsay Goldberg $4,900 Alpine Investors $4,500 Nautic Partners $4,500 Parthenon Capital $4,500 Accel-KKR $4,400 26North Partners $4,330 Arsenal Capital Partners $4,323 Kohlberg & Company $4,300 Sentinel Capital Partners $4,300 Greenbriar Equity Group $4,250 Symphony Technology Group $4,200 Altas Partners $4,000 Charlesbank Capital Partners $4,000 Searchlight Capital Partners $4,000 TowerBrook $4,000 Ridgemont Equity Partners $3,975 Court Square $3,940 GI Partners $3,900 Oak Hill Capital $3,750 Leonard Green & Partners $3,600 Levine Leichtman Capital Partners $3,600 Littlejohn & Co. $3,500 The Sterling Group $3,500 Wynnchurch Capital $3,500 Olympus Partners $3,482 AEA Investors $3,385 Odyssey Investment Partners $3,250 One Equity Partners $3,250 One Rock Capital Partners $3,250 Cortec Group $3,200 Morgan Stanley $3,200 Silver Lake $3,147 The Vistria Group $3,000 Thomas H. Lee $3,000 Trilantic North America $3,000 SK Capital $2,967 Quantum Capital Group $2,800 Kinderhook Industries $2,750 Gryphon Investors $2,700 Trive Capital $2,700 American Securities $2,650 Birch Hill Equity Partners $2,570 Kelso & Company TBD",needs_review_short_name
