fund_name;manager_name;vintage_year;strategy;geography;irr;tvpi;dpi;nav;commitment;paid_in;distributions;fund_size;source_name;source_file;source_page;raw_text;data_quality_flag;;
Anchorage Capital Partners IV A;Anchorage Capital;2023.0;buyout;asia_pacific;;;;;;;;$505m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Anchorage Capital Partners IV A$505m Turnaround 2023;clean_extraction;;
Armitage Associates Fund IV;Armitage Associates Fund;2022.0;buyout;asia_pacific;;;;;;;;$300m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$1.2bn | Buyout | 2020 | Armitage Associates Fund IV | A$300m | Buyout | 2022 | Adamantem Capital Fund II | A$795m;clean_extraction;;
Armitage Associates Fund IV A;Armitage Associates Fund;2022.0;buyout;asia_pacific;;;;;;;;$300m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Armitage Associates Fund IV A$300m Buyout 2022;clean_extraction;;
BGH Capital Fund II;BGH Capital;2022.0;buyout;asia_pacific;;;;;;;;$3.6bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$260m | Buyout | 2021 | BGH Capital Fund II | A$3.6bn | Buyout | 2022 | Riverside Australia Fund IV | A$300m;clean_extraction;;
BGH Capital Fund II A;BGH Capital;2022.0;buyout;asia_pacific;;;;;;;;$3.6bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;BGH Capital Fund II A$3.6bn Buyout 2022;clean_extraction;;
CPE Capital 9;CPE Capital;2022.0;buyout;asia_pacific;;;;;;;;$750m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$795m | Buyout | 2021 | CPE Capital 9 | A$750m | Buyout | 2022 | Crescent Capital Partners VII | A$1.0bn;clean_extraction;;
CPE Capital 9 A;CPE Capital;2022.0;buyout;asia_pacific;;;;;;;;$750m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;CPE Capital 9 A$750m Buyout 2022;clean_extraction;;
Colinton Capital Partners Fund II;Colinton Capital;2024.0;buyout;asia_pacific;;;;;;;;$200m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$300m | Buyout | 2023 | Colinton Capital Partners Fund II | A$200m | Buyout | 2024 | Genesis Capital Fund II | A$350m;clean_extraction;;
Colinton Capital Partners Fund II A;Colinton Capital;2024.0;buyout;asia_pacific;;;;;;;;$200m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Colinton Capital Partners Fund II A$200m Buyout 2024;clean_extraction;;
Crescent Capital Partners VII;Crescent Capital;2022.0;buyout;asia_pacific;;;;;;;;$1.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$750m | Buyout | 2022 | Crescent Capital Partners VII | A$1.0bn | Buyout | 2022 | Anchorage Capital Partners IV | A$505m;clean_extraction;;
Crescent Capital Partners VII A;Crescent Capital;2022.0;buyout;asia_pacific;;;;;;;;$1.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Crescent Capital Partners VII A$1.0bn Buyout 2022;clean_extraction;;
Genesis Capital Fund II;Genesis Capital;2024.0;buyout;asia_pacific;;;;;;;;$350m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$200m | Buyout | 2024 | Genesis Capital Fund II | A$350m | Buyout | 2024 | Nash Capital Fund I | A$100m;clean_extraction;;
Genesis Capital Fund II A;Genesis Capital;2024.0;buyout;asia_pacific;;;;;;;;$350m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Genesis Capital Fund II A$350m Buyout 2024;clean_extraction;;
Goldstone Private Equity Fund II;Goldstone Private Equity;;buyout;asia_pacific;;;;;;;;$250m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;TBD | Buyout | Raising | Goldstone Private Equity Fund II | A$250m* | Buyout | Raising | Next Capital VI | A$400m*;clean_extraction;;
Goldstone Private Equity Fund II A;Goldstone Private Equity;2026.0;buyout;asia_pacific;;;;;;;;$250m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Goldstone Private Equity Fund II A$250m* Buyout Raising;clean_extraction;;
Nash Capital Fund I;Nash Capital;2024.0;buyout;asia_pacific;;;;;;;;$100m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$350m | Buyout | 2024 | Nash Capital Fund I | A$100m | Growth | 2024 | Pacific Equity Partners Fund VII | A$3.2bn;clean_extraction;;
Nash Capital Fund I A;Nash Capital;2024.0;buyout;asia_pacific;;;;;;;;$100m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Nash Capital Fund I A$100m Growth 2024;clean_extraction;;
Next Capital VI;Next Capital;;buyout;asia_pacific;;;;;;;;$400m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$250m* | Buyout | Raising | Next Capital VI | A$400m* | Buyout | Raising | Potentia Capital III | A$750m*;clean_extraction;;
Next Capital VI A;Next Capital;2026.0;buyout;asia_pacific;;;;;;;;$400m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Next Capital VI A$400m* Buyout Raising;clean_extraction;;
Pacific Equity Partners Fund VII;Pacific Equity;2024.0;buyout;asia_pacific;;;;;;;;$3.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$100m | Growth | 2024 | Pacific Equity Partners Fund VII | A$3.2bn | Buyout | 2024 | Anacacia Private Equity V | A$280m;clean_extraction;;
Pacific Equity Partners Fund VII A;Pacific Equity;2024.0;buyout;asia_pacific;;;;;;;;$3.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Pacific Equity Partners Fund VII A$3.2bn Buyout 2024;clean_extraction;;
Pemba Capital Partners Fund III;Pemba Capital;2023.0;buyout;asia_pacific;;;;;;;;$625m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$505m | Turnaround | 2023 | Pemba Capital Partners Fund III | A$625m | Buyout | 2023 | Seidler Equity Australia Fund II | A$260m;clean_extraction;;
Pemba Capital Partners Fund III A;Pemba Capital;2023.0;buyout;asia_pacific;;;;;;;;$625m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Pemba Capital Partners Fund III A$625m Buyout 2023;clean_extraction;;
Potentia Capital III;Potentia Capital;;buyout;asia_pacific;;;;;;;;$750m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$400m* | Buyout | Raising | Potentia Capital III | A$750m* | Buyout | Raising | Tasman Capital Partners IV | A$400m*;clean_extraction;;
Potentia Capital III A;Potentia Capital;2026.0;buyout;asia_pacific;;;;;;;;$750m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Potentia Capital III A$750m* Buyout Raising;clean_extraction;;
Quadrant Private Equity No. 7;Quadrant Private Equity;2020.0;buyout;asia_pacific;;;;;;;;$1.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$200m* | Growth | Raising | Quadrant Private Equity No. 7 | A$1.2bn | Buyout | 2020 | Armitage Associates Fund IV | A$300m;clean_extraction;;
Quadrant Private Equity No. 7 A;Quadrant Private Equity;2020.0;buyout;asia_pacific;;;;;;;;$1.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Quadrant Private Equity No. 7 A$1.2bn Buyout 2020;clean_extraction;;
Riverside Australia Fund IV;Riverside Australia Fund;2023.0;buyout;asia_pacific;;;;;;;;$300m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$3.6bn | Buyout | 2022 | Riverside Australia Fund IV | A$300m | Buyout | 2023 | Colinton Capital Partners Fund II | A$200m;clean_extraction;;
Riverside Australia Fund IV A;Riverside Australia Fund;2023.0;buyout;asia_pacific;;;;;;;;$300m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Riverside Australia Fund IV A$300m Buyout 2023;clean_extraction;;
Seidler Equity Australia Fund II;Seidler Equity;2021.0;buyout;asia_pacific;;;;;;;;$260m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$625m | Buyout | 2023 | Seidler Equity Australia Fund II | A$260m | Buyout | 2021 | BGH Capital Fund II | A$3.6bn;clean_extraction;;
Seidler Equity Australia Fund II A;Seidler Equity;2021.0;buyout;asia_pacific;;;;;;;;$260m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Seidler Equity Australia Fund II A$260m Buyout 2021;clean_extraction;;
Tasman Capital Partners IV;Tasman Capital;;buyout;asia_pacific;;;;;;;;$400m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$750m* | Buyout | Raising | Tasman Capital Partners IV | A$400m* | Growth | Raising | Whiteoak Growth Fund II | A$200m*;clean_extraction;;
Tasman Capital Partners IV A;Tasman Capital;2026.0;buyout;asia_pacific;;;;;;;;$400m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Tasman Capital Partners IV A$400m* Growth Raising;clean_extraction;;
Whiteoak Growth Fund II;Whiteoak Growth Fund;;buyout;asia_pacific;;;;;;;;$200m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$400m* | Growth | Raising | Whiteoak Growth Fund II | A$200m* | Growth | Raising | Quadrant Private Equity No. 7 | A$1.2bn;clean_extraction;;
Whiteoak Growth Fund II A;Whiteoak Growth Fund;2026.0;buyout;asia_pacific;;;;;;;;$200m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Whiteoak Growth Fund II A$200m* Growth Raising;clean_extraction;;
AirTree Core Fund V Partnership;AirTree Core Fund;2025.0;venture_capital;asia_pacific;;;;;;;;$650m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;88;A$439m | Early Stage / Seed | 2024 | AirTree Core Fund V Partnership | A$650m | Early Stage | 2025 | Confirmed in market | Projected;clean_extraction;;
AirTree Core Fund V Partnership A;AirTree Core Fund;2025.0;venture_capital;asia_pacific;;;;;;;;$650m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;88;AirTree Core Fund V Partnership A$650m Early Stage 2025;clean_extraction;;
Brandon Capital Partners BB6;Brandon Capital;2024.0;venture_capital;asia_pacific;;;;;;;;$439m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;88;A$71m | Early Stage | 2023 | Brandon Capital Partners BB6 | A$439m | Early Stage / Seed | 2024 | AirTree Core Fund V Partnership | A$650m;clean_extraction;;
Brandon Capital Partners BB6 A;Brandon Capital;2024.0;venture_capital;asia_pacific;;;;;;;;$439m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;88;Brandon Capital Partners BB6 A$439m Early Stage / Seed 2024;clean_extraction;;
Five V VC Fund II;Five;2023.0;venture_capital;asia_pacific;;;;;;;;$71m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;88;350m* | Early Stage | Raising | Five V VC Fund II | A$71m | Early Stage | 2023 | Brandon Capital Partners BB6 | A$439m;clean_extraction;;
Five V VC Fund II A;Five;2023.0;venture_capital;asia_pacific;;;;;;;;$71m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;88;Five V VC Fund II A$71m Early Stage 2023;clean_extraction;;
Hildrics Asia Growth Fund I;Hildrics Asia Growth Fund;;buyout;asia_pacific;;;;;;;;$250m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;102;250m* | Buyout | Raising | Hildrics Asia Growth Fund I | S$250m* | Growth | Raising | Lakeshore Capital Fund III | 250m*;clean_extraction;;
Hildrics Asia Growth Fund I S;Hildrics Asia Growth Fund;2026.0;buyout;asia_pacific;;;;;;;;$250m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;102;Hildrics Asia Growth Fund I S$250m* Growth Raising;clean_extraction;;
26North Partners;26North Partners;;buyout;north_america;;;;;;;;$4,330;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;Growth Equity (Cont.) Venture Capital Blackstone Group $28,000 Advent International $26,000 Clayton Dubilier & Rice $26,000 Apollo Global Management $25,000 Hellman & Friedman $22,300 KKR $20,000 Warburg Pincus $17,000 New Mountain Capital $15,400 Carlyle Group $14,800 Veritas Capital $14,400 Bain Capital $14,000 TPG $13,000 Genstar Capital Partners $12,733 Brookfield Asset Management $12,500 Apax Partners $12,000 GTCR $11,500 Onex $8,000 Berkshire Partners $7,800 The Jordan Company $6,850 K1 Investment Management $6,250 Arcline Investment Management $6,000 Ares Management $6,000 Arlington Capital Partners $6,000 Certares Management $5,500 H.I.G. Capital $5,500 Welsh, Carson, Anderson & Stowe $5,500 Harvest Partners $5,340 Audax Private Equity $5,250 Goldman Sachs Asset Management $5,240 American Industrial Partners $5,125 H.I.G. Capital $5,000 Lindsay Goldberg $4,900 Alpine Investors $4,500 Nautic Partners $4,500 Parthenon Capital $4,500 Accel-KKR $4,400 26North Partners $4,330 Arsenal Capital Partners $4,323 Kohlberg & Company $4,300 Sentinel Capital Partners $4,300 Greenbriar Equity Group $4,250 Symphony Technology Group $4,200 Altas Partners $4,000 Charlesbank Capital Partners $4,000 Searchlight Capital Partners $4,000 TowerBrook $4,000 Ridgemont Equity Partners $3,975 Court Square $3,940 GI Partners $3,900 Oak Hill Capital $3,750 Leonard Green & Partners $3,600 Levine Leichtman Capital Partners $3,600 Littlejohn & Co. $3,500 The Sterling Group $3,500 Wynnchurch Capital $3,500 Olympus Partners $3,482 AEA Investors $3,385 Odyssey Investment Partners $3,250 One Equity Partners $3,250 One Rock Capital Partners $3,250 Cortec Group $3,200 Morgan Stanley $3,200 Silver Lake $3,147 The Vistria Group $3,000 Thomas H. Lee $3,000 Trilantic North America $3,000 SK Capital $2,967 Quantum Capital Group $2,800 Kinderhook Industries $2,750 Gryphon Investors $2,700 Trive Capital $2,700 American Securities $2,650 Birch Hill Equity Partners $2,570 Kelso & Company TBD;needs_review_short_name;;
26North Partners;26North Partners;;buyout;north_america;;;;;;;;$3,000;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;Silver Lake | $3,147 | • | 26North Partners | $3,000 | • | American Securities Partners | $3,000 | •;needs_review_short_name;;
ABS Capital Partners;ABS Capital;;buyout;north_america;;;;;;;;$250;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;10T | $346 | • | ABS Capital Partners | $250 | • | Long Arc Capital | $225 | •;clean_extraction;;
AEA Investors;AEA Investors;;buyout;north_america;;;;;;;;$3,385;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;Growth Equity (Cont.) Venture Capital Blackstone Group $28,000 Advent International $26,000 Clayton Dubilier & Rice $26,000 Apollo Global Management $25,000 Hellman & Friedman $22,300 KKR $20,000 Warburg Pincus $17,000 New Mountain Capital $15,400 Carlyle Group $14,800 Veritas Capital $14,400 Bain Capital $14,000 TPG $13,000 Genstar Capital Partners $12,733 Brookfield Asset Management $12,500 Apax Partners $12,000 GTCR $11,500 Onex $8,000 Berkshire Partners $7,800 The Jordan Company $6,850 K1 Investment Management $6,250 Arcline Investment Management $6,000 Ares Management $6,000 Arlington Capital Partners $6,000 Certares Management $5,500 H.I.G. Capital $5,500 Welsh, Carson, Anderson & Stowe $5,500 Harvest Partners $5,340 Audax Private Equity $5,250 Goldman Sachs Asset Management $5,240 American Industrial Partners $5,125 H.I.G. Capital $5,000 Lindsay Goldberg $4,900 Alpine Investors $4,500 Nautic Partners $4,500 Parthenon Capital $4,500 Accel-KKR $4,400 26North Partners $4,330 Arsenal Capital Partners $4,323 Kohlberg & Company $4,300 Sentinel Capital Partners $4,300 Greenbriar Equity Group $4,250 Symphony Technology Group $4,200 Altas Partners $4,000 Charlesbank Capital Partners $4,000 Searchlight Capital Partners $4,000 TowerBrook $4,000 Ridgemont Equity Partners $3,975 Court Square $3,940 GI Partners $3,900 Oak Hill Capital $3,750 Leonard Green & Partners $3,600 Levine Leichtman Capital Partners $3,600 Littlejohn & Co. $3,500 The Sterling Group $3,500 Wynnchurch Capital $3,500 Olympus Partners $3,482 AEA Investors $3,385 Odyssey Investment Partners $3,250 One Equity Partners $3,250 One Rock Capital Partners $3,250 Cortec Group $3,200 Morgan Stanley $3,200 Silver Lake $3,147 The Vistria Group $3,000 Thomas H. Lee $3,000 Trilantic North America $3,000 SK Capital $2,967 Quantum Capital Group $2,800 Kinderhook Industries $2,750 Gryphon Investors $2,700 Trive Capital $2,700 American Securities $2,650 Birch Hill Equity Partners $2,570 Kelso & Company TBD;needs_review_short_name;;
AEA Investors;AEA Investors;;buyout;north_america;;;;;;;;$1,300;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;Graham Partners $1,800 Leeds Equity Partners $1,800 Veritas Capital $1,800 Pamlico Capital $1,750 Cornell Capital $1,700 Gemspring Capital $1,700 Mill Point Capital $1,700 Mill Road Capital $1,700 Paine Schwartz Partners $1,700 Recognize Partners $1,700 Rubicon Technology Partners $1,700 Quad-C $1,667 Sterling Investment Partners $1,600 Percheron Capital $1,550 Mainsail Partners $1,535 TorQuest Partners $1,527 Kingswood Capital $1,500 Metalmark Capital $1,500 MidOcean Partners $1,500 Palladium Equity Partners $1,500 Thompson Street Capital Partners $1,500 Gauge Capital $1,400 Levine Leichtman $1,378 Falfurrias Capital Partners $1,350 Lightyear Capital $1,350 AEA Investors $1,300 Lee Equity Partners $1,300 ONCAP $1,300 Trivest Partners $1,300 Windjammer Capital Investors $1,300 Shamrock Capital $1,280 Brightstar Capital Partners $1,260 MiddleGround Capital $1,250 Seidler Equity Partners $1,250 Amulet Capital Partners $1,200 EagleTree Capital $1,200 Garnett Station Partners $1,200 Industrial Growth Partners $1,200 CenterOak Partners $1,100 Serent Capital $1,100 TruArc Partners $1,100 Arsenal Capital Partners $1,096 Vestar Capital Partners $1,080 LightBay Capital $1,040 SkyKnight Capital $1,003 Greenbelt Capital Partners $1,000 Newlight Partners $1,000 Norwest Equity Partners $1,000 Waud Capital Partners $1,000 WestView Capital Partners $1,000 ABRY Partners TBD Gridiron Capital TBD JC Flowers & Co TBD Wellspring Capital Management TBD;needs_review_short_name;;
AEA Investors;AEA Investors;;buyout;north_america;;;;;;;;$500;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;TBD | CI Capital Partners | TBD | AEA Investors | $500 | CapStreet Group | $500 | CCMP Capital Advisors | $500;needs_review_short_name;;
ARCH Venture Partners;ARCH Venture Partners;;buyout;north_america;;;;;;;;$3,000;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;Battery Ventures | $3,200 | • | ARCH Venture Partners | $3,000 | • | Norwest Venture Partners | $3,000 | •;clean_extraction;;
Accel;Accel;;buyout;north_america;;;;;;;;$1,350;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;CIBC Innovation Banking | $1,500 | • | Accel | $1,350 | • | TCG | $1,300 | •;needs_review_short_name;;
Accel;Accel;;buyout;north_america;;;;;;;;$1,300;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;Accel | $1,350 | • | TCG | $1,300 | • | Clairvest Group | $1,202 | •;needs_review_short_name;;
Accel;Accel;;buyout;north_america;;;;;;;;$650;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;Columbia Capital | $655 | • | Accel | $650 | • | Redpoint Ventures | $650 | •;needs_review_short_name;;
Accel-KKR;Accel-KKR;;buyout;north_america;;;;;;;;$4,400;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;106;Growth Equity (Cont.) Venture Capital Blackstone Group $28,000 Advent International $26,000 Clayton Dubilier & Rice $26,000 Apollo Global Management $25,000 Hellman & Friedman $22,300 KKR $20,000 Warburg Pincus $17,000 New Mountain Capital $15,400 Carlyle Group $14,800 Veritas Capital $14,400 Bain Capital $14,000 TPG $13,000 Genstar Capital Partners $12,733 Brookfield Asset Management $12,500 Apax Partners $12,000 GTCR $11,500 Onex $8,000 Berkshire Partners $7,800 The Jordan Company $6,850 K1 Investment Management $6,250 Arcline Investment Management $6,000 Ares Management $6,000 Arlington Capital Partners $6,000 Certares Management $5,500 H.I.G. Capital $5,500 Welsh, Carson, Anderson & Stowe $5,500 Harvest Partners $5,340 Audax Private Equity $5,250 Goldman Sachs Asset Management $5,240 American Industrial Partners $5,125 H.I.G. Capital $5,000 Lindsay Goldberg $4,900 Alpine Investors $4,500 Nautic Partners $4,500 Parthenon Capital $4,500 Accel-KKR $4,400 26North Partners $4,330 Arsenal Capital Partners $4,323 Kohlberg & Company $4,300 Sentinel Capital Partners $4,300 Greenbriar Equity Group $4,250 Symphony Technology Group $4,200 Altas Partners $4,000 Charlesbank Capital Partners $4,000 Searchlight Capital Partners $4,000 TowerBrook $4,000 Ridgemont Equity Partners $3,975 Court Square $3,940 GI Partners $3,900 Oak Hill Capital $3,750 Leonard Green & Partners $3,600 Levine Leichtman Capital Partners $3,600 Littlejohn & Co. $3,500 The Sterling Group $3,500 Wynnchurch Capital $3,500 Olympus Partners $3,482 AEA Investors $3,385 Odyssey Investment Partners $3,250 One Equity Partners $3,250 One Rock Capital Partners $3,250 Cortec Group $3,200 Morgan Stanley $3,200 Silver Lake $3,147 The Vistria Group $3,000 Thomas H. Lee $3,000 Trilantic North America $3,000 SK Capital $2,967 Quantum Capital Group $2,800 Kinderhook Industries $2,750 Gryphon Investors $2,700 Trive Capital $2,700 American Securities $2,650 Birch Hill Equity Partners $2,570 Kelso & Company TBD;needs_review_short_name;;
