fund_name;manager_name;vintage_year;strategy;geography;irr;tvpi;dpi;nav;commitment;paid_in;distributions;fund_size;source_name;source_file;source_page;raw_text;data_quality_flag;;
Stonepeak Core Fund;Stonepeak Core Fund;2026.0;;global;;;;;;;;$5.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;77;Stonepeak Core Fund $5.0bn Open Ended;clean_extraction;;
The Morrison & Co Infrastructure Partnership;The Morrison & Co Infrastructure Partnership;2026.0;;global;;;;;;;;$3.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;77;The Morrison & Co Infrastructure Partnership $3.0bn Open Ended;clean_extraction;;
Alantra Titan Fund;Alantra Titan Fund;2026.0;growth;global;;;;;;;;€525m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Alantra Titan Fund €525m* Held Close;clean_extraction;;
BlackRock Global Renewable Power Fund IV;BlackRock Global Renewable Power Fund;2026.0;growth;global;;;;;;;;$7.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;BlackRock Global Renewable Power Fund IV $7.0bn* Held Close;clean_extraction;;
Carlyle Renewable and Sustainable Energy Fund II;Carlyle Renewable and Sustainable Energy Fund;2026.0;growth;global;;;;;;;;$1.6bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Carlyle Renewable and Sustainable Energy Fund II $1.6bn* Held Close;clean_extraction;;
Copenhagen Infrastructure Growth Markets Fund II;Copenhagen Infrastructure Growth Markets Fund;2026.0;growth;global;;;;;;;;$3.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Copenhagen Infrastructure Growth Markets Fund II $3.0bn* Held Close;clean_extraction;;
EIG Energy Transition Fund II;EIG Energy Transition Fund;2026.0;growth;global;;;;;;;;€1.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;EIG Energy Transition Fund II €1.0bn* Held Close;clean_extraction;;
FIEE Italian Energy Efficiency Fund III;FIEE Italian Energy Efficiency Fund;2026.0;growth;global;;;;;;;;€400m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;FIEE Italian Energy Efficiency Fund III €400m* Held Close;clean_extraction;;
Foresight Energy Infrastructure Partners II;Foresight Energy Infrastructure Partners;2026.0;growth;global;;;;;;;;€1.3bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Foresight Energy Infrastructure Partners II €1.3bn* Held Close;clean_extraction;;
ISQ Energy Transition Fund;ISQ Energy Transition Fund;2026.0;growth;global;;;;;;;;$2.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;ISQ Energy Transition Fund $2.0bn* Held Close;clean_extraction;;
Infragreen V;Infragreen;2026.0;growth;global;;;;;;;;€1.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Infragreen V €1.2bn* Held Close;needs_review_short_name;;
KKR Global Climate Fund;KKR Global Climate Fund;2026.0;growth;global;;;;;;;;$7.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;KKR Global Climate Fund $7.0bn* Held Close;clean_extraction;;
NextPower V ESG;NextPower;2026.0;growth;global;;;;;;;;$1.5bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;NextPower V ESG $1.5bn* Held Close;clean_extraction;;
Octopus Energy Transition Fund (OETF);Octopus Energy Transition Fund (OETF);2026.0;growth;global;;;;;;;;£500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Octopus Energy Transition Fund (OETF) £500m* Held Close;clean_extraction;;
Reichmuth Next Gen Mobility;Reichmuth Next Gen Mobility;2026.0;growth;global;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Reichmuth Next Gen Mobility €500m* Held Close;clean_extraction;;
Serena Infra II;Serena Infra;2026.0;growth;global;;;;;;;;€300m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Serena Infra II €300m* Held Close;clean_extraction;;
Slate Cities and Communities Infrastructure Fund;Slate Cities and Communities Infrastructure Fund;2026.0;growth;global;;;;;;;;$550m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Slate Cities and Communities Infrastructure Fund $550m* Held Close;clean_extraction;;
TPG Rise Climate II;TPG Rise Climate;;growth;global;;;;;;;;$8.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Status/Vintage | 2026 | 2027 and Beyond | TPG Rise Climate II | $8.0bn* | Held Close | KKR Global Climate Fund | $7.0bn* | Held Close;clean_extraction;;
Tikehau Green Assets I;Tikehau Green Assets;2026.0;growth;global;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Tikehau Green Assets I €500m* Held Close;clean_extraction;;
Vesper Next Generation Infrastructure Fund I;Vesper Next Generation Infrastructure Fund;2026.0;growth;global;;;;;;;;€800m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Vesper Next Generation Infrastructure Fund I €800m* Held Close;clean_extraction;;
Vision Ridge Sustainable Asset Fund IV;Vision Ridge Sustainable Asset Fund;2026.0;growth;global;;;;;;;;$2.5bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;Vision Ridge Sustainable Asset Fund IV $2.5bn* Held Close;clean_extraction;;
White Summit Capital Decarbonisation Infrastructure Fund II;White Summit Capital;2026.0;growth;global;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;78;White Summit Capital Decarbonisation Infrastructure Fund II €500m* Held Close;clean_extraction;;
BlackRock Global Energy Transition Megatrend Fund;BlackRock Global Energy Transition Megatrend Fund;2026.0;;europe;;;;;;;;$7.5bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;BlackRock Global Energy Transition Megatrend Fund $7.5bn* Raising;clean_extraction;;
Crédit Mutuel Siloé Infrastructures;Crédit Mutuel Siloé Infrastructures;2020.0;;europe;;;;;;;;€350m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Crédit Mutuel Siloé Infrastructures €350m 2020;clean_extraction;;
ECP VI;ECP;2026.0;;europe;;;;;;;;$5.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;ECP VI $5.0bn* Raising;needs_review_short_name;;
EOS Next Transition Fund II;EOS Next Transition Fund;2026.0;;europe;;;;;;;;€200m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;EOS Next Transition Fund II €200m* Held Close;clean_extraction;;
Equitix Sustainable Greenfield Fund;Equitix Sustainable Greenfield Fund;2026.0;;europe;;;;;;;;€1.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Equitix Sustainable Greenfield Fund €1.0bn* Raising;clean_extraction;;
Equitix UK Electricity Storage Fund;Equitix UK Electricity Storage Fund;2026.0;;europe;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Equitix UK Electricity Storage Fund €500m* Raising;clean_extraction;;
Everwood Photovoltaic V;Everwood Photovoltaic;2020.0;;europe;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Everwood Photovoltaic V €500m 2020;clean_extraction;;
Frontier Renewables European Fund I;Frontier Renewables European Fund;2026.0;;europe;;;;;;;;€1.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Frontier Renewables European Fund I €1.0bn* Raising;clean_extraction;;
Greencoat Bioenergy I;Greencoat Bioenergy;2026.0;;europe;;;;;;;;£500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Greencoat Bioenergy I £500m Announced;clean_extraction;;
Infranode II;Infranode;2019.0;;europe;;;;;;;;€1.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Infranode II €1.2bn 2019;needs_review_short_name;;
KGAL ESPF 6;KGAL ESPF 6;;;europe;;;;;;;;€250m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Status/Vintage | 2026 | 2027 and Beyond | KGAL ESPF 6 | €250m* | Held Close | EOS Next Transition Fund II | €200m* | Held Close;clean_extraction;;
Qualitas Energy VI;Qualitas Energy;2026.0;;europe;;;;;;;;€3.3bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Qualitas Energy VI €3.3bn* Raising;clean_extraction;;
Sandbrook Climate Infrastructure Fund II;Sandbrook Climate Infrastructure Fund;2026.0;;europe;;;;;;;;$2.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Sandbrook Climate Infrastructure Fund II $2.0bn* Raising;clean_extraction;;
VLC Renewables Fund 1;VLC Renewables Fund 1;2018.0;;europe;;;;;;;;€200m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;VLC Renewables Fund 1 €200m 2018;clean_extraction;;
Zouk Capital Fund IV;Zouk Capital;2026.0;;europe;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;79;Zouk Capital Fund IV €500m* Raising;clean_extraction;;
ALTÉRRA Acceleration;ALTÉRRA Acceleration;2024.0;;europe;;;;;;;;$30.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;ALTÉRRA Acceleration $30.0bn 2024;needs_review_short_name;;
Algebris Green Transition Fund;Algebris Green Transition Fund;2022.0;;europe;;;;;;;;€380m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Algebris Green Transition Fund €380m 2022;clean_extraction;;
Andera Smart Infra;Andera Smart Infra;2021.0;;europe;;;;;;;;€233m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Andera Smart Infra €233m 2021;clean_extraction;;
Antin Infrastructure NextGen Fund I;Antin Infrastructure NextGen Fund;2022.0;;europe;;;;;;;;€1.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Antin Infrastructure NextGen Fund I €1.2bn 2022;clean_extraction;;
Ares Climate Infrastructure Partners II;Ares Climate Infrastructure Partners;2023.0;;europe;;;;;;;;$3.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Ares Climate Infrastructure Partners II $3.0bn 2023;clean_extraction;;
Asper Dhuk;Asper Dhuk;2022.0;;europe;;;;;;;;£220m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Asper Dhuk £220m 2022;needs_review_short_name;;
Brookfield Global Transition Fund 2;Brookfield Global Transition Fund 2;2024.0;;europe;;;;;;;;$20.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Brookfield Global Transition Fund 2 $20.0bn 2024;clean_extraction;;
CI Energy Transition Fund I;CI Energy Transition Fund;2021.0;;europe;;;;;;;;€3.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;CI Energy Transition Fund I €3.0bn 2021;clean_extraction;;
Capital Dynamics Clean Energy Infrastructure Fund X;Capital Dynamics Clean Energy Infrastructure Fund;2020.0;;europe;;;;;;;;$315m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Capital Dynamics Clean Energy Infrastructure Fund X $315m 2020;clean_extraction;;
Copenhagen Infrastructure Advanced Bioenergy Fund I;Copenhagen Infrastructure Advanced Bioenergy Fund;2022.0;;europe;;;;;;;;€750m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Copenhagen Infrastructure Advanced Bioenergy Fund I €750m 2022;clean_extraction;;
Copenhagen Infrastructure V;Copenhagen Infrastructure;2023.0;;europe;;;;;;;;€12.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Copenhagen Infrastructure V €12.0bn 2023;clean_extraction;;
Crédit Mutuel Siloé Infrastructures;Crédit Mutuel Siloé Infrastructures;2020.0;;europe;;;;;;;;€350m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Status/Vintage | 2026 | 2027 and Beyond | Crédit Mutuel Siloé Infrastructures | €350m | 2020 | Capital Dynamics Clean Energy Infrastructure Fund X | $315m | 2020;clean_extraction;;
Glentra Fund I;Glentra Fund;2023.0;;europe;;;;;;;;€565m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Glentra Fund I €565m 2023;clean_extraction;;
HitecVision New Energy Fund II;HitecVision New Energy Fund;2024.0;;europe;;;;;;;;€1.5bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;HitecVision New Energy Fund II €1.5bn 2024;clean_extraction;;
Hy24 Clean H2 Infra Fund;Hy24 Clean H2 Infra Fund;2022.0;;europe;;;;;;;;€2.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Hy24 Clean H2 Infra Fund €2.0bn 2022;clean_extraction;;
Just Climate Fund I;Just Climate Fund;2023.0;;europe;;;;;;;;$1.5bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Just Climate Fund I $1.5bn 2023;clean_extraction;;
Niam Infrastructure I;Niam Infrastructure;2021.0;;europe;;;;;;;;€133m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Niam Infrastructure I €133m 2021;clean_extraction;;
Nuveen Clean Energy Fund Europe IV;Nuveen Clean Energy Fund Europe;2022.0;;europe;;;;;;;;€2.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Nuveen Clean Energy Fund Europe IV €2.0bn 2022;clean_extraction;;
Omnes Capenergie 5;Omnes Capenergie 5;2022.0;;europe;;;;;;;;€1.4bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;Omnes Capenergie 5 €1.4bn 2022;clean_extraction;;
SC Climate Impact Fund III;SC Climate Impact Fund;2022.0;;europe;;;;;;;;€300m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;80;SC Climate Impact Fund III €300m 2022;clean_extraction;;
Altor ACT I;Altor ACT;2024.0;;global;;;;;;;;€1.1bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;81;Status/Vintage | 2026 | 2027 and Beyond | Altor ACT I | €1.1bn | 2024 | Rockland Power Partners V | $1.2bn | 2025;clean_extraction;;
Pioneer Infrastructure Partners II;Pioneer Infrastructure Partners;2025.0;;global;;;;;;;;€1.1bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;81;Pioneer Infrastructure Partners II €1.1bn 2025;clean_extraction;;
Rockland Power Partners V;Rockland Power Partners;2025.0;;global;;;;;;;;$1.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;81;Rockland Power Partners V $1.2bn 2025;clean_extraction;;
SUSI Energy Transition Fund (OECD);SUSI Energy Transition Fund (OECD);2026.0;;global;;;;;;;;€800m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;81;SUSI Energy Transition Fund (OECD) €800m Open Ended;clean_extraction;;
ABN AMRO Energy Transition Fund;ABN AMRO Energy Transition Fund;2018.0;;global;;;;;;;;€200m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;ABN AMRO Energy Transition Fund €200m 2018;clean_extraction;;
AIP V;AIP;2026.0;;global;;;;;;;;€3.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;AIP V €3.0bn* Held Close;needs_review_short_name;;
Aquila Energy Infrastructure Fund I;Aquila Energy Infrastructure Fund;2020.0;;global;;;;;;;;€750m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Aquila Energy Infrastructure Fund I €750m 2020;clean_extraction;;
Conquest Infrastructure Sustainable 2;Conquest Infrastructure Sustainable 2;2026.0;;global;;;;;;;;€250m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Conquest Infrastructure Sustainable 2 €250m* Raising;clean_extraction;;
EIP Energy Infrastructure III;EIP Energy Infrastructure;;;global;;;;;;;;€4.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Status/Vintage | 2026 | 2027 and Beyond | EIP Energy Infrastructure III | €4.0bn* | Held Close | Octopus Energy Offshore Wind Fund (Vector) | £3.0bn* | Held Close;clean_extraction;;
Encavis Infrastructure Fund V;Encavis Infrastructure Fund;2026.0;;global;;;;;;;;€600m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Encavis Infrastructure Fund V €600m* Raising;clean_extraction;;
Greencoat Renewable Income Fund;Greencoat Renewable Income Fund;2026.0;;global;;;;;;;;£1.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Greencoat Renewable Income Fund £1.0bn* Held Close;clean_extraction;;
Gresham House British Sustainable Infrastructure Fund III LP;Gresham House British Sustainable Infrastructure Fund;2026.0;;global;;;;;;;;£750m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Gresham House British Sustainable Infrastructure Fund III LP £750m* Raising;needs_review_possible_merged_name;;
Luxcara Flaveo V;Luxcara Flaveo;2026.0;;global;;;;;;;;€2.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Luxcara Flaveo V €2.0bn* Raising;clean_extraction;;
Macquarie GIG Global Renewables Fund II;Macquarie GIG Global Renewables Fund;2020.0;;global;;;;;;;;$1.9bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Macquarie GIG Global Renewables Fund II $1.9bn 2020;clean_extraction;;
Mirova Energy Transition 6;Mirova Energy Transition 6;2026.0;;global;;;;;;;;€2.2bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Mirova Energy Transition 6 €2.2bn* Held Close;clean_extraction;;
Modus Clean Energy Infrastructure Fund;Modus Clean Energy Infrastructure Fund;2026.0;;global;;;;;;;;€200m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Modus Clean Energy Infrastructure Fund €200m* Held Close;clean_extraction;;
NTR Renewable Energy Income Fund II;NTR Renewable Energy Income Fund;2018.0;;global;;;;;;;;€306m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;NTR Renewable Energy Income Fund II €306m 2018;clean_extraction;;
Octopus Energy Offshore Wind Fund (Vector);Octopus Energy Offshore Wind Fund (Vector);2026.0;;global;;;;;;;;£3.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Octopus Energy Offshore Wind Fund (Vector) £3.0bn* Held Close;clean_extraction;;
Reed Sustainable Infrastructure Fund I;Reed Sustainable Infrastructure Fund;2026.0;;global;;;;;;;;€1.5bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Reed Sustainable Infrastructure Fund I €1.5bn* Raising;clean_extraction;;
Reichmuth Sustainable Infrastructure;Reichmuth Sustainable Infrastructure;2026.0;;global;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Reichmuth Sustainable Infrastructure €500m* Held Close;clean_extraction;;
Stonepeak Global Renewables Fund II;Stonepeak Global Renewables Fund;2026.0;;global;;;;;;;;$5.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Stonepeak Global Renewables Fund II $5.0bn* Raising;clean_extraction;;
Sustainable Growth Infrastructure Fund;Sustainable Growth Infrastructure Fund;2026.0;;global;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Sustainable Growth Infrastructure Fund €500m* Held Close;clean_extraction;;
Taaleri SolarWind III;Taaleri SolarWind;2026.0;;global;;;;;;;;€600m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Taaleri SolarWind III €600m* Held Close;clean_extraction;;
Épopée Infra Climat I;Épopée Infra Climat;2026.0;;global;;;;;;;;€300m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;82;Épopée Infra Climat I €300m* Held Close;clean_extraction;;
ABN AMRO Sustainable Impact Fund;ABN AMRO Sustainable Impact Fund;2023.0;;europe;;;;;;;;€425m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;ABN AMRO Sustainable Impact Fund €425m 2023;clean_extraction;;
Ardian Clean Energy Evergreen Fund;Ardian Clean Energy Evergreen Fund;2026.0;;europe;;;;;;;;€1.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Ardian Clean Energy Evergreen Fund €1.0bn Open Ended;clean_extraction;;
CMA CGM Pulse;CMA CGM Pulse;2023.0;;europe;;;;;;;;$1.5bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;CMA CGM Pulse $1.5bn 2023;clean_extraction;;
CR Institutional Infrastructure Multi-Asset Fund II;CR Institutional Infrastructure Multi-Asset Fund;2020.0;;europe;;;;;;;;€500m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Status/Vintage | 2026 | 2027 and Beyond | CR Institutional Infrastructure Multi-Asset Fund II | €500m | 2020 | Helia Renovables IV | €213m | 2020;clean_extraction;;
Demeter Climate Infrastructure Fund;Demeter Climate Infrastructure Fund;2022.0;;europe;;;;;;;;€250m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Demeter Climate Infrastructure Fund €250m 2022;clean_extraction;;
Glenmont Clean Energy Fund Europe IV;Glenmont Clean Energy Fund Europe;2022.0;;europe;;;;;;;;€2.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Glenmont Clean Energy Fund Europe IV €2.0bn 2022;clean_extraction;;
HIH Green Energy Invest;HIH Green Energy Invest;2026.0;;europe;;;;;;;;€750m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;HIH Green Energy Invest €750m Open Ended;clean_extraction;;
Helia Renovables IV;Helia Renovables;2020.0;;europe;;;;;;;;€213m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Helia Renovables IV €213m 2020;clean_extraction;;
IFM Core Energy Transition Fund;IFM Core Energy Transition Fund;2026.0;;europe;;;;;;;;$3.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;IFM Core Energy Transition Fund $3.0bn Open Ended;clean_extraction;;
Impax New Energy Investors IV;Impax New Energy Investors;2021.0;;europe;;;;;;;;€459m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Impax New Energy Investors IV €459m 2021;clean_extraction;;
L&G NTR Clean Power (Europe) Fund;L&G NTR Clean Power (Europe) Fund;2023.0;;europe;;;;;;;;€584m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;L&G NTR Clean Power (Europe) Fund €584m 2023;clean_extraction;;
Macquarie Green Energy Transition Solutions;Macquarie Green Energy Transition Solutions;2023.0;;europe;;;;;;;;$2.4bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Macquarie Green Energy Transition Solutions $2.4bn 2023;clean_extraction;;
Prime Green Energy Infrastructure Fund II;Prime Green Energy Infrastructure Fund;2023.0;;europe;;;;;;;;€1.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Prime Green Energy Infrastructure Fund II €1.0bn 2023;clean_extraction;;
Quinbrook Infrastructure Partners III - Net Zero Power Fund;Quinbrook Infrastructure Partners;2024.0;;europe;;;;;;;;$3.0bn;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Quinbrook Infrastructure Partners III - Net Zero Power Fund $3.0bn 2024;needs_review_possible_merged_name;;
SDCL Green Energy Solutions Fund;SDCL Green Energy Solutions Fund;2023.0;;europe;;;;;;;;€650m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;SDCL Green Energy Solutions Fund €650m 2023;clean_extraction;;
SWEN Impact Fund for Transition 2;SWEN Impact Fund for Transition 2;2021.0;;europe;;;;;;;;€583m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;SWEN Impact Fund for Transition 2 €583m 2021;clean_extraction;;
Tages Helios Net Zero;Tages Helios Net Zero;2023.0;;europe;;;;;;;;€554m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Tages Helios Net Zero €554m 2023;clean_extraction;;
Vortex Energy IV;Vortex Energy;2021.0;;europe;;;;;;;;$400m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;83;Vortex Energy IV $400m 2021;clean_extraction;;
Adamantem Capital Fund II;Adamantem Capital;2021.0;buyout;asia_pacific;;;;;;;;$795m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$300m | Buyout | 2022 | Adamantem Capital Fund II | A$795m | Buyout | 2021 | CPE Capital 9 | A$750m;clean_extraction;;
Adamantem Capital Fund II A;Adamantem Capital;2021.0;buyout;asia_pacific;;;;;;;;$795m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Adamantem Capital Fund II A$795m Buyout 2021;clean_extraction;;
Advent Partners Fund IV;Advent Partners;;buyout;asia_pacific;;;;;;;;$600m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Status / Vintage | 2026 | 2027 and Beyond | Advent Partners Fund IV | A$600m* | Buyout | Raising | Allegro Fund V | A$900m*;clean_extraction;;
Advent Partners Fund IV A;Advent Partners;2026.0;buyout;asia_pacific;;;;;;;;$600m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Advent Partners Fund IV A$600m* Buyout Raising;clean_extraction;;
Allegro Fund V;Allegro Fund;;buyout;asia_pacific;;;;;;;;$900m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$600m* | Buyout | Raising | Allegro Fund V | A$900m* | Buyout | Raising | Five V Fund VI | TBD;clean_extraction;;
Allegro Fund V A;Allegro Fund;2026.0;buyout;asia_pacific;;;;;;;;$900m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Allegro Fund V A$900m* Buyout Raising;clean_extraction;;
Anacacia Private Equity V;Anacacia Private Equity;2025.0;buyout;asia_pacific;;;;;;;;$280m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$3.2bn | Buyout | 2024 | Anacacia Private Equity V | A$280m | Buyout | 2025 | Confirmed in market | Projected;clean_extraction;;
Anacacia Private Equity V A;Anacacia Private Equity;2025.0;buyout;asia_pacific;;;;;;;;$280m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;Anacacia Private Equity V A$280m Buyout 2025;clean_extraction;;
Anchorage Capital Partners IV;Anchorage Capital;2023.0;buyout;asia_pacific;;;;;;;;$505m;UBS PFG;UBS PFG - Global Funds Coming to Market_Q1 2026.pdf;87;A$1.0bn | Buyout | 2022 | Anchorage Capital Partners IV | A$505m | Turnaround | 2023 | Pemba Capital Partners Fund III | A$625m;clean_extraction;;
